Unnamed: 0,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price
1570,Poetry in America: TheCivil War and ItsAftermath…,https://www.edx.org/course/poetry-in-america-the-civil-war-and-its-aftermath,https://prod-discovery.edx-cdn.org/media/course/image/d34ef1ca-e0c7-4da6-ab1c-796386ae3579-8b0da27732fd.jpg,['Introductory'],['3–5 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,HarvardX: Poetry in America: The Civil War and Its Aftermath,None,None,Unknown,99
1571,"World Music, Culture, &You: Finding Music WithinYour Community…",https://www.edx.org/course/world-music-culture-you-finding-music-within-your,https://prod-discovery.edx-cdn.org/media/course/image/8de489c8-f4c5-40c8-8c46-173ed460f8fd-ddbd95bd8348.jpg,['Introductory'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Trinity College'],['https://www.edx.org/school/trinityx'],not-mentioned,Music,"TrinityX: World Music, Culture, & You: Finding Music Within Your Community",None,None,Unknown,50
1572,AproximaciónNeuropsicológica de laLecto-Escritura en la et……,https://www.edx.org/course/aproximacion-neuropsicologica-de-la-lecto-escrit-2,https://prod-discovery.edx-cdn.org/media/course/image/c51bd044-38ac-4219-a78e-9f9b99c8cd0c-2cad85a80ec7.jpg,['Introductory'],['5–6 hours per week'],['8 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Aproximación Neuropsicológica de la Lecto-Escritura en la etapa escolar,None,None,Unknown,49
1573,The Great War andModern Philosophy…,https://www.edx.org/course/the-great-war-and-modern-philosophy,https://prod-discovery.edx-cdn.org/media/course/image/7337f184-ea24-4c9f-aad2-4d73ba6c8585-e6362da86e66.jpg,['Intermediate'],['6–7 hours per week'],['8 Weeks'],['English'],['English'],['$49 USD'],['KU Leuven'],['https://www.edx.org/school/kuleuvenx'],not-mentioned,Humanities,KULeuvenX: The Great War and Modern Philosophy,None,None,Unknown,49
1574,Humanity and Nature inChinese Thought |中国哲学思想中的人类与自然观…,https://www.edx.org/course/humanity-and-nature-in-chinese-thought,https://prod-discovery.edx-cdn.org/media/course/image/4c6e9caa-bd5a-4c83-91a8-a338f74badd9-a53ec815e1d8.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],"['English, 中文']",['$50 USD'],['University of Hong Kong'],['https://www.edx.org/school/hkux'],not-mentioned,Humanities,HKUx: Humanity and Nature in Chinese Thought | 中国哲学思想中的人类与自然观,None,None,Unknown,50
1575,Christianisme etphilosophie dansl’Antiquité…,https://www.edx.org/course/christianisme-et-philosophie-dans-lantiquite,https://prod-discovery.edx-cdn.org/media/course/image/5c8fa1f2-a7d5-4256-b83f-b4ee84fc62e1-20cc10514b13.jpg,['Introductory'],['2–4 hours per week'],['6 Weeks'],['Français'],['Français'],['$50 USD'],['Sorbonne Université'],['https://www.edx.org/school/sorbonnex'],not-mentioned,Humanities,SorbonneX: Christianisme et philosophie dans l’Antiquité,None,None,Unknown,50
1576,Trends in e-Psychology…,https://www.edx.org/course/trends-in-e-psychology,https://prod-discovery.edx-cdn.org/media/course/image/4be08c42-9647-466d-8788-305d6a3c0b66-53b9250befb9.jpg,['Intermediate'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['KU Leuven'],['https://www.edx.org/school/kuleuvenx'],not-mentioned,Humanities,KULeuvenX: Trends in e-Psychology,None,None,Unknown,49
1577,汉语与文化交际 Chinese CulturalCommunication…,https://www.edx.org/course/chinese-cultural-communication,https://prod-discovery.edx-cdn.org/media/course/image/03216ad4-5dec-4624-bfe4-3a5b5b69f984-aac340c6fa96.jpg,['Advanced'],['1–2 hours per week'],['10 Weeks'],['中文'],['中文'],['$49 USD'],['Peking University'],['https://www.edx.org/school/pekingx'],not-mentioned,Humanities,PekingX: 汉语与文化交际 Chinese Cultural Communication,None,None,Unknown,49
1578,Shakespeare on the Pageand in Performance:Tragic Love…,https://www.edx.org/course/shakespeare-on-the-page-and-in-performance-tragic,https://prod-discovery.edx-cdn.org/media/course/image/6154dfa4-cfee-4b80-bf0a-e3ff20ba493a.png,['Introductory'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Wellesley College'],['https://www.edx.org/school/wellesleyx'],not-mentioned,Humanities,WellesleyX: Shakespeare on the Page and in Performance: Tragic Love,None,None,Unknown,49
1579,Culture of Services: NewPerspective on CustomerRelations…,https://www.edx.org/course/culture-of-services-new-perspective-on-customer-re,https://prod-discovery.edx-cdn.org/media/course/image/9828935c-8829-4088-9472-4bf2e58125c5-1e2ca5b3f5a0.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],['English'],['$49 USD'],['Kyoto University'],['https://www.edx.org/school/kyotoux'],not-mentioned,None,None,None,None,None,None
1580,"The Book: Print andManuscript in WesternEurope, Asia and the Mi……",https://www.edx.org/course/the-book-print-and-manuscript-in-western-europe-as,https://prod-discovery.edx-cdn.org/media/course/image/f1cd4e7f-42e4-4b24-9976-1cebbea40d8b-a361705e6f6a.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,"HarvardX: The Book: Print and Manuscript in Western Europe, Asia and the Middle East (1450-1650)",None,None,Unknown,Unknown
1581,Chinese Thought: AncientWisdom Meets ModernScience - Part 1…,https://www.edx.org/course/chinese-thought-ancient-wisdom-meets-modern-scienc,https://prod-discovery.edx-cdn.org/media/course/image/5f33b3b9-df86-42a6-ad2f-8f4f4952fb21-1f3f3e08c3b6.jpg,['Introductory'],['4–6 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],['University of British Columbia'],['https://www.edx.org/school/ubcx'],not-mentioned,Humanities,UBCx: Chinese Thought: Ancient Wisdom Meets Modern Science - Part 1,None,None,Unknown,49
1582,Conversations withGlobal Leaders: Leadingon Sustainable Develop……,https://www.edx.org/course/conversations-with-global-leaders-leading-on-sustainable-development,https://prod-discovery.edx-cdn.org/media/course/image/1aafa52a-a1e4-4fc1-be25-fe3e468773dc-7ed3905d8c7e.png,['Intermediate'],['2–4 hours per week'],['6 Weeks'],['English'],"['English', 'English']",[],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],not-mentioned,Philosophy & Ethics,SDGAcademyX: Conversations with Global Leaders: Leading on Sustainable Development,None,None,Unknown,Unknown
1583,Regards croisés sur lesmigrations…,https://www.edx.org/course/regards-croises-sur-les-migrations,https://prod-discovery.edx-cdn.org/media/course/image/c2ae62b7-fe34-4121-97cd-eca2af9af3b3-83f96589ec15.jpg,['Intermediate'],['3–5 hours per week'],['12 Weeks'],['Français'],['Français'],['$50 USD'],['Université catholique de Louvain'],['https://www.edx.org/school/louvainx'],not-mentioned,Social Sciences,LouvainX: Regards croisés sur les migrations,None,None,5649,99
1584,Antropología de laMúsica: El Caso de lasMúsicas del Pacífico Co……,https://www.edx.org/course/antropologia-de-la-musica-el-caso-de-las-musicas-d,https://prod-discovery.edx-cdn.org/media/course/image/3113f88e-b35a-4b24-b7de-0228448ecc16-af42f005ab59.jpg,['Introductory'],[],['9 Weeks'],['Español'],"['Español', 'Español']",['$25 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Antropología de la Música: El Caso de las Músicas del Pacífico Colombiano,None,None,Unknown,25
1585,"The Book: Monasteries,Schools, and Notaries,Part 1: Reading the Late……",https://www.edx.org/course/the-book-monasteries-schools-and-notaries-part-1-r,https://prod-discovery.edx-cdn.org/media/course/image/9bf54fa4-b04c-4954-a4c9-8a5928194d22-ab6e2b2745d9.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,"HarvardX: The Book: Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",None,None,Unknown,Unknown
1586,The Conscious Mind - APhilosophical Road Trip…,https://www.edx.org/course/the-conscious-mind-a-philosophical-road-trip,https://prod-discovery.edx-cdn.org/media/course/image/acdf1f40-9977-4233-b6d8-29a541977132-149113bee08e.jpg,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Trinity College'],['https://www.edx.org/school/trinityx'],not-mentioned,Humanities,TrinityX: The Conscious Mind - A Philosophical Road Trip,None,None,Unknown,49
1587,Incarceration'sWitnesses: AmericanPrison Writing…,https://www.edx.org/course/incarcerations-witnesses-american-prison-writing,https://prod-discovery.edx-cdn.org/media/course/image/7a4c102f-fa3c-40a2-8d55-54fd1a831350-927441851560.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],"['English', 'English']",[],['Hamilton College'],['https://www.edx.org/school/hamiltonx'],not-mentioned,Humanities,HamiltonX: Incarceration's Witnesses: American Prison Writing,None,None,Unknown,Unknown
1588,Hábitos de consumosostenible: Motor deinnovación…,https://www.edx.org/course/habitos-de-consumo-sostenible-motor-de-innovacion,https://prod-discovery.edx-cdn.org/media/course/image/0bdf189e-cbea-4fd2-aede-975f0f4ca863-4ea5170937fe.jpg,['Introductory'],[],['4 Weeks'],['Español'],"['English, Español', 'English, Español']",['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Hábitos de consumo sostenible: Motor de innovación,None,None,Unknown,49
1589,Apostolado del Mar y delos Ríos…,https://www.edx.org/course/apostolado-del-mar-y-de-los-rios,https://prod-discovery.edx-cdn.org/media/course/image/9a604a85-9e16-42a8-85b6-3b71f557ca65-f3857762e445.png,['Introductory'],['8–10 hours per week'],['5 Weeks'],['Español'],['Español'],['$29 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Apostolado del Mar y de los Ríos,None,None,Unknown,29
1590,Enseñar STEM: mucho +que fórmulas…,https://www.edx.org/course/ensenar-stem-mucho-que-formulas,https://prod-discovery.edx-cdn.org/media/course/image/5985545f-0e6c-4a29-bd45-9a19c7f1dc5e-9668e2ce3ab1.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['Español'],"['English, Español']",['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Enseñar STEM: mucho + que fórmulas,None,None,Unknown,49
1591,Ressources naturelles etdéveloppement durable…,https://www.edx.org/course/ressources-naturelles-et-developpement-durable-2,https://prod-discovery.edx-cdn.org/media/course/image/173c60ea-9961-4e8c-9081-b0d417684d3d-3b2322c0130e.jpg,['Introductory'],['4–6 hours per week'],['8 Weeks'],['Français'],['Français'],['$50 USD'],['Université catholique de Louvain'],['https://www.edx.org/school/louvainx'],not-mentioned,Humanities,LouvainX: Ressources naturelles et développement durable,None,None,Unknown,50
1592,The Book: BookSleuthing: What19th-Century Books Ca……,https://www.edx.org/course/the-book-book-sleuthing-what-19th-century-books-ca,https://prod-discovery.edx-cdn.org/media/course/image/c04a69c9-77cd-49dc-a72e-64c466d7d5dd-d994d822826c.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,HarvardX: The Book: Book Sleuthing: What 19th-Century Books Can Tell Us About the Rise of the Reading Public?,None,None,Unknown,Unknown
1593,The Book: Books in theMedieval Liturgy…,https://www.edx.org/course/the-book-books-in-the-medieval-liturgy,https://prod-discovery.edx-cdn.org/media/course/image/15fa9d9c-6f50-49ed-8397-d41e54ce5f3e-29b8f10929b3.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,HarvardX: The Book: Books in the Medieval Liturgy,None,None,Unknown,Unknown
1594,Spirituality andSensuality: SacredObjects in Religious Life…,https://www.edx.org/course/spirituality-and-sensuality-sacred-objects-in-reli,https://prod-discovery.edx-cdn.org/media/course/image/9a210065-b5ef-456d-a7ac-151c93e928d7-68fccb77ba29.png,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['Hamilton College'],['https://www.edx.org/school/hamiltonx'],not-mentioned,Humanities,HamiltonX: Spirituality and Sensuality: Sacred Objects in Religious Life,None,None,Unknown,25
1595,"The Divine Comedy:Dante's Journey toFreedom, Part 2 (Purgat……",https://www.edx.org/course/the-divine-comedy-dantes-journey-to-freedom-part-3,https://prod-discovery.edx-cdn.org/media/course/image/42ae6bc0-0b3d-4e15-92fe-f2d8a50d5247.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Georgetown University'],['https://www.edx.org/school/georgetownx'],not-mentioned,Humanities,"GeorgetownX: The Divine Comedy: Dante's Journey to Freedom, Part 2 (Purgatorio)",None,None,Unknown,49
1596,Pensamiento del PapaFrancisco…,https://www.edx.org/course/pensamiento-del-papa-francisco,https://prod-discovery.edx-cdn.org/media/course/image/13d413aa-0317-4375-9e77-76b8cc4f7d38-2c8f5caae4ed.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Pensamiento del Papa Francisco,None,None,Unknown,49
1597,Greeks at War: Homer atTroy…,https://www.edx.org/course/greeks-at-war-homer-at-troy,https://prod-discovery.edx-cdn.org/media/course/image/e67e1b83-e06d-4c41-84e0-d84679b1b9c3-bf853db4466c.jpg,['Introductory'],['2–5 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['Colgate University'],['https://www.edx.org/school/colgatex'],not-mentioned,Humanities,ColgateX: Greeks at War: Homer at Troy,None,None,Unknown,Unknown
1598,Representations ofHIV/AIDS…,https://www.edx.org/course/representations-of-hivaids,https://prod-discovery.edx-cdn.org/media/course/image/6257ddac-0ac1-4f9a-857c-147afb9447a1-c5cad93190e6.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Davidson College'],['https://www.edx.org/school/davidsonx'],not-mentioned,None,None,None,None,None,None
1599,"The Book: Monasteries,Schools, and Notaries,Part 2: Introduction to t……",https://www.edx.org/course/the-book-monasteries-schools-and-notaries-part-2-i,https://prod-discovery.edx-cdn.org/media/course/image/8afb6a6b-2638-47b4-955c-c322bc0fa7ea-4f0076c45120.jpg,['Introductory'],['2–3 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Humanities,"HarvardX: The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script",None,None,Unknown,Unknown
1600,Forced and PrecariousLabor in the GlobalEconomy: Slavery by An……,https://www.edx.org/course/forced-and-precarious-labor-in-the-global-economy,https://prod-discovery.edx-cdn.org/media/course/image/af3165ad-2ade-4743-922d-7d95043bee61-d736415b66df.png,['Introductory'],['3–4 hours per week'],['9 Weeks'],['English'],['English'],['$49 USD'],['Wits University'],['https://www.edx.org/school/witsx'],not-mentioned,None,None,None,None,None,None
1601,Impacto de las TIC en lavida de las familias…,https://www.edx.org/course/impacto-de-las-tic-en-la-vida-de-las-familias,https://prod-discovery.edx-cdn.org/media/course/image/599b6f5f-53d9-43c2-a0eb-9b1df1ddda5a-227f3b19b002.jpg,['Introductory'],['8–10 hours per week'],['11 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Humanities,JaverianaX: Impacto de las TIC en la vida de las familias,None,None,Unknown,45
1602,20世纪西方音乐 | Music in the20th Century…,https://www.edx.org/course/20-music-in-the-20th-century,https://prod-discovery.edx-cdn.org/media/course/image/ff3cce8b-61a0-4998-90e1-db75dc88d249-b8a8ec862b35.jpg,['Introductory'],[],['4 Weeks'],['中文'],"['中文', '中文']",[],['Peking University'],['https://www.edx.org/school/pekingx'],not-mentioned,None,None,None,None,None,None
