Unnamed: 0,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price
1643,Food as Medicine:Preventing and ReversingChronic Disease…,https://www.edx.org/course/food-as-medicine-preventing-and-reversing-chronic-disease,https://prod-discovery.edx-cdn.org/media/course/image/087c4e93-e57d-4479-8626-fd378bd0f165-abaf523092c7.jpeg,['Introductory'],['2–5 hours per week'],['4 Weeks'],['English'],['English'],['$79 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,Medicine,DoaneX: Food as Medicine: Preventing and Reversing Chronic Disease,5.0,7,Unknown,99
1644,Microbiologia eimmunologia…,https://www.edx.org/course/microbiologia-e-immunologia,https://prod-discovery.edx-cdn.org/media/course/image/8c518fed-9f6b-47ae-ba6c-c86ed0e042e9-b35ac05abbf0.jpg,['Introductory'],['6–8 hours per week'],['7 Weeks'],['Italiano'],['Italiano'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned,Medicine,FedericaX: Microbiologia e immunologia,None,None,6903,55
1645,Healthcare Organizationand Delivery Models…,https://www.edx.org/course/healthcare-organization-and-delivery-models,https://prod-discovery.edx-cdn.org/media/course/image/b4dbf33b-0339-45af-bcfd-7c60c7d2d229-58469e083421.jpg,['Intermediate'],['5–10 hours per week'],['2 Weeks'],['English'],['English'],['$99 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"6,035",None,None,None,None,None,None
1646,HealthcareAdministrationComprehensive Exam…,https://www.edx.org/course/healthcare-administration-comprehensive-exam,https://prod-discovery.edx-cdn.org/media/course/image/d12ace1f-95c3-4e13-966a-31e50e7301a1-1f1c0dd0897e.jpg,['Intermediate'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$300 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,None,None,None,None,None,None
1647,Managing Addiction: AFramework forSuccessful Treatment…,https://www.edx.org/course/managing-addiction-a-framework-for-successful-trea,https://prod-discovery.edx-cdn.org/media/course/image/a9735b4f-21ad-4115-ad1c-513bce6d32e5-8fb8e3b824aa.jpg,['Introductory'],['2–3 hours per week'],['5 Weeks'],['English'],['English'],['$199 USD'],['University of Adelaide'],['https://www.edx.org/school/adelaidex'],"15,922",Medicine,AdelaideX: Managing Addiction: A Framework for Successful Treatment,4.4,7,19454,199
1648,Introduction to StatisticalMethods for GeneMapping…,https://www.edx.org/course/introduction-to-statistical-methods-for-gene-mappi,https://prod-discovery.edx-cdn.org/media/course/image/32309461-0ff4-4601-ba10-100667a0f67f-4e4c513df12e.jpg,['Advanced'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Kyoto University'],['https://www.edx.org/school/kyotoux'],"15,530",None,None,None,None,None,None
1649,Root Canal Preparation…,https://www.edx.org/course/endodontics-in-the-21st-century,https://prod-discovery.edx-cdn.org/media/course/image/69cea6c0-1851-4c7e-890b-53c9a2ff98bf-9332bf9ee89c.png,['Intermediate'],['2–3 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Wits University'],['https://www.edx.org/school/witsx'],not-mentioned,None,None,None,None,None,None
1650,Frailty in Daily Living…,https://www.edx.org/course/frailty-in-daily-living,https://prod-discovery.edx-cdn.org/media/course/image/6f4bfe6a-894a-4db1-af88-707f4986cb41-1e904d7e3117.jpg,['Introductory'],['1–3 hours per week'],['4 Weeks'],['English'],['English'],['$60 USD'],['The Hong Kong Polytechnic University'],['https://www.edx.org/school/hkpolyux'],not-mentioned,Medicine,HKPolyUx: Frailty in Daily Living,None,None,Unknown,60
1651,Health Informatics andTechnology in DecisionMaking…,https://www.edx.org/course/health-informatics-and-technology-in-decision-maki,https://prod-discovery.edx-cdn.org/media/course/image/0591002c-eb54-4e68-a899-aa4012cbcf9c-615ddd6d7214.jpg,['Intermediate'],['5–10 hours per week'],['3 Weeks'],['English'],['English'],['$149 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,None,None,None,None,None,None
1652,Adherencia altratamiento de pacientescon enfermedad crónica…,https://www.edx.org/course/adherencia-al-tratamiento-de-pacientes-con-enferme,https://prod-discovery.edx-cdn.org/media/course/image/1e00a0b6-2c7b-4dda-b5bf-dd1ae9e44ec6-cf2724c65ab8.jpg,['Introductory'],['4–6 hours per week'],['9 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],"7,895",Medicine,JaverianaX: Adherencia al tratamiento de pacientes con enfermedad crónica,None,None,Unknown,49
1653,Principles of Health Lawand Regulatory Issues…,https://www.edx.org/course/principles-of-health-law-and-regulatory-issues,https://prod-discovery.edx-cdn.org/media/course/image/256e6b71-20fc-4cc6-8943-a517dad17d5d-291a8fced0da.jpg,['Intermediate'],['5–10 hours per week'],['2 Weeks'],['English'],['English'],['$99 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,Law,DoaneX: Principles of Health Law and Regulatory Issues,None,None,5840,119
1654,Partnering with thePublic and Patients inMedical Research…,https://www.edx.org/course/partnering-with-the-public-and-patients-in-medical-research,https://prod-discovery.edx-cdn.org/media/course/image/a5fa99f7-4535-4434-b2d6-1a3c4411377f-2f272d4d4762.jpeg,['Introductory'],['1–2 hours per week'],['5 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned,Medicine,StanfordOnline: Partnering with the Public and Patients in Medical Research,None,None,Unknown,50
1655,The Practitioner’s Guideto Global Health…,https://www.edx.org/course/the-practitioners-guide-to-global-health,https://prod-discovery.edx-cdn.org/media/course/image/2864c43b-3eff-4d34-bf0c-ac9f0c926e53-f21dbed68be0.jpg,['Introductory'],['9–12 hours per week'],['2 Weeks'],['English'],['English'],['$50 USD'],['Boston University'],['https://www.edx.org/school/bux'],"7,361",Social Sciences,BUx: The Practitioner’s Guide to Global Health,None,None,10202,50
1656,Introduction to Stewart’sModel of PhysiologicalAcid-Base Chemistry.…,https://www.edx.org/course/introduction-to-stewarts-model-of-physiological-ac,https://prod-discovery.edx-cdn.org/media/course/image/f18fcbde-ea3b-46c6-83c1-2a38a8bf502d-28f0cc3724a1.jpg,['Introductory'],['3–4 hours per week'],['5 Weeks'],['English'],['English'],['$169 USD'],['Wits University'],['https://www.edx.org/school/witsx'],not-mentioned,None,None,None,None,None,None
1657,Ethics in Life Sciencesand Healthcare: ExploringBioethics through Manga…,https://www.edx.org/course/ethics-in-life-sciences-and-healthcare-exploring-3,https://prod-discovery.edx-cdn.org/media/course/image/1546d767-c501-4a94-a974-302620cc5927-9e025ac7f102.jpg,['Introductory'],['2–3 hours per week'],['10 Weeks'],['English'],['English'],['$49 USD'],['Kyoto University'],['https://www.edx.org/school/kyotoux'],"5,243",None,None,None,None,None,None
1658,What Every ProviderShould Know: High RiskChief Complaints…,https://www.edx.org/course/what-every-provider-should-know-high-risk-chief-complaints,https://prod-discovery.edx-cdn.org/media/course/image/dd8cf782-a14e-401a-9ec2-c42489f49432-bb386d6f0797.jpeg,['Introductory'],['5–10 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned,None,None,None,None,None,None
1659,InterprofessionalEducation for 21stCentury Care…,https://www.edx.org/course/interprofessional-education-for-21st-century-care,https://prod-discovery.edx-cdn.org/media/course/image/4d95bb29-19db-444e-947a-e5ac7289497d-a892f665d8ae.jpeg,['Introductory'],['1–5 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned,Medicine,StanfordOnline: Interprofessional Education for 21st Century Care,None,None,Unknown,69
1660,U.S. Healthcare Systems…,https://www.edx.org/course/us-healthcare-systems,https://prod-discovery.edx-cdn.org/media/course/image/403f610f-e521-4e8f-83bb-04b48f9ff308-30eceacce638.jpg,['Intermediate'],['5–10 hours per week'],['2 Weeks'],['English'],['English'],['$99 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,Business & Management,DoaneX: U.S. Healthcare Systems,None,None,Unknown,119
1661,Population Health:Disease Prevention andManagement…,https://www.edx.org/course/population-health-disease-prevention-and-managemen,https://prod-discovery.edx-cdn.org/media/course/image/6b428234-ae47-48e1-a8ed-387d968f136f-76dbbf964c02.jpg,['Intermediate'],['5–10 hours per week'],['2 Weeks'],['English'],['English'],['$99 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned,Business & Management,DoaneX: Population Health: Disease Prevention and Management,3.8,5,Unknown,119
1662,"Impacting the OpioidCrisis: Prevention,Education, and Practice……",https://www.edx.org/course/impacting-the-opioid-crisis-prevention-education-a,https://prod-discovery.edx-cdn.org/media/course/image/698272b4-f13a-47fb-9bba-131494a518b2-12a76a714888.jpeg,['Introductory'],['3–6 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['The University of Michigan'],['https://www.edx.org/school/michiganx'],not-mentioned,Health & Safety,"MichiganX: Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",None,None,Unknown,59
