course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,https://www.udemy.com/learn-piano-scales-1-whole-tone-scales-whole-tone-runs/,70,769,10,33,All Levels,1.0,2015-11-02T21:50:52Z,Music,4.6,20.0,10/2019,857.0,9
Learn How: Play Piano & Keyboards Easy Party Festive Lessons,https://www.udemy.com/easy-piano-today-play-festive-favorites-christmas-party-hits/,75,3122,6,80,All Levels,4.0,2013-10-27T15:18:29Z,Music,4.2,11.0,11/2014,3204.0,11
The 80/20 Beginner Guitar Course,https://www.udemy.com/the-8020-beginner-guitar-course/,50,1269,27,51,Beginner Level,3.0,2016-04-28T18:21:33Z,Music,4.7,41.0,4/2016,1367.0,8
Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,https://www.udemy.com/digital-pianist-course-learn-piano-keyboard-fast-easy/,150,89,7,35,Beginner Level,3.0,2016-12-26T15:21:25Z,Music,4.5,33.0,10/2017,313.0,8
Learn Flute FAST!,https://www.udemy.com/learn-flute-fast/,45,249,33,61,Beginner Level,4.0,2015-06-02T19:50:16Z,Music,4.8,251.0,7/2021,1223.0,9
Guitar Lessons - Soloing With Arpeggios - Essential Guide,https://www.udemy.com/guitar-lessons-soloing-with-arpeggios-essential-guide/,45,198,11,34,Intermediate Level,5.0,2016-02-13T20:32:55Z,Music,4.2,117.0,2/2016,1213.0,8
Learn to Play Authentic Blues and Boogie Piano - Vol. 3,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-3/,40,84,4,10,Intermediate Level,2.5,2016-04-13T05:42:43Z,Music,4.9,30.0,4/2016,575.0,8
Piano Lessons For Beginners: Learn Piano Quickly And Easily,https://www.udemy.com/pianolessons/,75,186,35,56,Beginner Level,3.0,2016-02-05T21:40:53Z,Music,4.3,385.0,2/2016,1677.0,8
The Easy Beginner Drum Course,https://www.udemy.com/the-easy-beginner-drum-course/,25,21,4,12,Beginner Level,0.5,2017-03-21T18:31:45Z,Music,4.5,51.0,3/2017,233.0,7
Guitar Solo: Interval Training and Guitar Improvisation,https://www.udemy.com/holistic-guitar-solo-essentials/,60,12,4,34,Intermediate Level,1.5,2017-04-11T19:15:27Z,Music,3.9,33.0,11/2017,469.0,7
Trombone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-trombone-lesson-program/,95,11,2,34,Beginner Level,3.0,2016-04-14T17:33:44Z,Music,4.2,77.0,2/2019,319.0,8
Learn How To Play 25 Classic Hip Hop Songs Ch.2,https://www.udemy.com/learn-how-to-play-25-hip-hop-classic-songs-ch2/,25,7,1,27,All Levels,3.5,2017-05-23T23:51:34Z,Music,4.9,17.0,5/2017,157.0,7
"Music Theory, Guitar and Ear Training",https://www.udemy.com/holistic-guitar-ear-essentials/,60,30,3,39,Beginner Level,3.0,2015-11-22T18:35:43Z,Music,4.3,187.0,8/2022,1469.0,9
"Piano Unbound. Piano learning method, a course for beginners",https://www.udemy.com/piano-unbound/,195,32,1,39,All Levels,2.5,2017-04-25T14:57:21Z,Music,4.6,8.0,5/2017,113.0,7
"Advanced Rich Piano Chords with Tritones, Quartals and UST's",https://www.udemy.com/piano-with-willie-tritones-phat-chords/,40,37,3,19,Intermediate Level,2.0,2016-04-13T06:52:29Z,Music,4.6,34.0,4/2016,399.0,8
Piano for Kids: Developing Your Child's Creative Abilities,https://www.udemy.com/piano-for-kids-developing-your-childs-creative-abilities/,65,42,2,37,Beginner Level,4.0,2015-10-24T00:09:09Z,Music,4.1,34.0,11/2022,300.0,9
Piano Lessons For The Hip Hop Fan,https://www.udemy.com/piano-lessons-for-the-hip-hop-fan/,20,276,2,62,Intermediate Level,5.5,2014-05-12T13:38:56Z,Music,3.4,8.0,6/2015,365.0,10
Clarinet Lessons For Beginners,https://www.udemy.com/the-music-coach-online-clarinet-lesson-program/,95,11,0,41,Beginner Level,3.0,2016-02-26T20:26:41Z,Music,4.3,27.0,2/2019,211.0,8
Piano Lessons For Beginners,https://www.udemy.com/the-music-coach-online-piano-lesson-program/,95,8,0,50,Beginner Level,4.0,2016-04-12T19:38:48Z,Music,4.0,11.0,2/2019,76.0,8
"Learn to play the Trumpet the easy, fast and simple way",https://www.udemy.com/learn-how-to-play-the-trumpet/,75,2,0,24,All Levels,1.5,2017-06-19T21:42:44Z,Music,4.7,45.0,6/2017,229.0,7
Violin for Beginners,https://www.udemy.com/violin-for-beginners/,50,4,0,18,Beginner Level,0.7333333333333333,2017-03-07T23:22:53Z,Music,4.5,15.0,2/2017,122.0,7
Aprendiendo Piano: Tocando piezas populares Vol.I,https://www.udemy.com/aprendiendo-piano-i-tocando-piezas-populares/,100,122,3,59,Beginner Level,3.5,2015-11-14T00:42:39Z,Music,4.5,23.0,10/2023,229.0,9
Brass Master Class,https://www.udemy.com/brass-master-class-german/,20,36,6,30,All Levels,2.0,2015-06-09T18:19:36Z,Music,4.8,74.0,1/2016,287.0,9
El maestro de música,https://www.udemy.com/ensenandopiano/,30,111,3,18,Beginner Level,1.5,2015-10-07T18:01:05Z,Music,5.0,1728.2865544013123,Unknown,4897.0,9
Curso de Guitarra para Principiantes,https://www.udemy.com/curso-de-guitarra-para-principiantes-p/,20,53,5,39,Beginner Level,3.0,2016-06-01T17:36:30Z,Music,4.6,63.0,7/2021,436.0,8
Mundharmonika spielen - mein schönstes Hobby,https://www.udemy.com/mundharmonika-spielen-mein-schonstes-hobby/,20,65,7,77,Beginner Level,2.5,2015-06-09T17:39:42Z,Music,4.3,98.0,1/2016,892.0,9
Aprende el acordeón de oído y con técnica –Nivel Intermedio–,https://www.udemy.com/aprende-el-acordeon-de-oido-y-con-tecnica-nivel-intermedio/,25,38,7,51,Intermediate Level,4.5,2016-02-03T03:04:26Z,Music,4.4,37.0,9/2017,174.0,8
Présentation du Banjo Ténor,https://www.udemy.com/presentation-du-banjo-tenor/,20,18,4,31,Beginner Level,1.5,2015-09-13T23:49:34Z,Music,4.226798748696559,28.0,12/2016,88.0,9
Mantenimiento y octavación para guitarras eléctricas,https://www.udemy.com/mantenimiento-y-octavacion-para-guitarras-electricas/,35,12,3,14,All Levels,1.0,2016-04-27T03:55:07Z,Music,3.6,33.0,4/2016,130.0,8
Aprende a tocar las escalas en el acordeón de botones.,https://www.udemy.com/las-escalas-en-el-acordeon-de-botones/,20,2,0,21,Beginner Level,1.0,2017-06-17T23:48:41Z,Music,4.6,16.0,6/2017,142.0,7
Aprenda Violão: Teoria e Prática,https://www.udemy.com/harmonia-tonal/,70,5,0,10,Beginner Level,1.5,2017-04-12T08:28:40Z,Music,4.4,21.0,5/2017,164.0,7
Easy Piano Basics™,https://www.udemy.com/easy-piano-basics-with-willie/,20,377,8,14,All Levels,1.5,2014-01-30T16:29:05Z,Music,4.4,58.0,1/2014,556.0,10
Guitar Technique Mastery: The Ultimate Chop Building Workout,https://www.udemy.com/the-ultimate-chop-building-workout-for-the-blues-guitarist/,20,273,4,6,All Levels,1.5,2014-01-16T17:22:04Z,Music,4.7,1728.2865544013123,Unknown,5220.0,10
Inside Drum Technique,https://www.udemy.com/insidedrumtechnique/,50,406,10,25,All Levels,2.0,2013-12-13T10:01:14Z,Music,4.7,36.0,12/2013,566.0,11
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",https://www.udemy.com/guitar-pieces/,195,556,11,27,Intermediate Level,4.0,2014-01-27T23:26:57Z,Music,4.9,68.0,1/2014,1271.0,10
Create Beautiful Music On The Piano Like a Pro In Minutes,https://www.udemy.com/create-beautiful-music-on-the-piano-like-a-pro-in-minutes/,95,115,17,17,All Levels,1.5,2015-08-10T23:51:56Z,Music,4.8,50.0,8/2015,269.0,9
Arpeggios for Guitar made Easy - The Magic of Triads,https://www.udemy.com/arpeggios-for-guitar-made-easy/,65,26,5,23,All Levels,3.0,2017-05-02T16:26:45Z,Music,4.6,114.0,2/2023,1271.0,7
Guitar Lessons - The Modal System - Modes Essentials,https://www.udemy.com/guitar-lessons-the-modal-system-modes-essentials/,45,116,7,27,All Levels,2.0,2016-02-14T22:15:09Z,Music,4.6,46.0,2/2016,557.0,8
Learn to Play Percussion: Beginner to Pro made the Easy Way!,https://www.udemy.com/percussion/,50,425,7,192,All Levels,6.0,2015-01-16T00:54:01Z,Music,5.0,48.0,7/2022,731.0,9
Modern Piano Lessons For Beginners,https://www.udemy.com/modern-piano-lessons-for-beginners/,20,736,6,46,Beginner Level,5.0,2014-04-01T22:01:27Z,Music,3.9,12.0,6/2015,803.0,10
World Percussion: Complete Lessons for Everyone,https://www.udemy.com/world-percussion-lessons-for-everyone/,40,68,9,56,All Levels,4.0,2016-11-14T15:36:35Z,Music,4.6,164.0,11/2016,1057.0,8
Acoustic Blues Guitar Lessons,https://www.udemy.com/acoustic-blues-guitar-lessons/,75,189,18,101,Intermediate Level,4.5,2016-01-10T21:39:42Z,Music,4.5,132.0,11/2019,1144.0,8
How to Understand Music Better and Unleash Your Creativity,https://www.udemy.com/how-to-play-guitar-really-understand-music/,20,738,6,64,All Levels,9.5,2012-10-13T23:40:19Z,Music,4.5,9.0,10/2012,1758.0,12
Learn How to Play the Violin - Violin Basics,https://www.udemy.com/violin-basics/,20,365,10,12,Beginner Level,0.5333333333333333,2014-08-13T01:32:18Z,Music,4.7,1728.2865544013123,Unknown,2106.0,10
Swing Low - The 101 Authentic Nashville Piano Style Course,https://www.udemy.com/swing-low-nashville-piano-style/,20,146,5,15,All Levels,1.0,2014-01-30T22:43:42Z,Music,4.8,8.0,2/2014,217.0,10
Get Piano Skills TODAY!!! ,https://www.udemy.com/how-to-play-piano2/,100,92,5,71,All Levels,3.5,2014-11-05T18:40:00Z,Music,4.4,11.0,2/2015,151.0,10
Learn the Violin - Scales and Fundamentals,https://www.udemy.com/learn-the-violin-scales-and-fundamentals/,80,291,14,39,Beginner Level,3.0,2015-10-28T19:19:33Z,Music,4.2,60.0,6/2016,936.0,9
Piano With Willie Building Technique with Scales Vol. 2,https://www.udemy.com/piano-with-willie-technique-builder-vol-2/,40,61,3,9,All Levels,1.5,2016-04-13T06:29:50Z,Music,4.8,11.0,4/2016,327.0,8
Master Flute Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/intermediateflute/,50,288,15,100,Intermediate Level,6.0,2014-10-29T19:42:29Z,Music,4.9,218.0,7/2022,2392.0,10
"Super Beginner Guitar - start right, start awesome",https://www.udemy.com/super-beginner-guitar-start-right-start-awesome/,30,594,3,33,Beginner Level,2.0,2014-11-26T03:57:18Z,Music,4.6,5.0,3/2018,616.0,10
Gibson's Learn & Master Guitar,https://www.udemy.com/learnandmasterguitar/,50,103,33,309,All Levels,38.0,2014-10-30T14:39:14Z,Music,4.6,322.0,10/2014,1045.0,10
Walking Bass Fundamentals,https://www.udemy.com/walking-bass-fundamentals/,50,44,3,34,All Levels,2.0,2017-03-13T22:15:23Z,Music,4.8,89.0,11/2019,627.0,7
Circular Breathing for musicians - practical skills,https://www.udemy.com/circular-breathing-for-musicians-practical-skills/,25,261,4,17,All Levels,1.5,2014-11-06T10:11:14Z,Music,4.4,29.0,1/2015,594.0,10
Electric Bass for Busy Beginners Course 1,https://www.udemy.com/bassforbusybeginners/,50,114,15,13,All Levels,1.5,2015-04-27T20:20:47Z,Music,4.1,74.0,4/2015,364.0,9
Rock Guitar Mastery - 50 Essential Fast Legato Licks,https://www.udemy.com/guitar-lessons-50-essential-fast-legato-licks/,35,105,9,23,Intermediate Level,3.0,2016-02-15T18:14:23Z,Music,4.7,72.0,2/2016,741.0,8
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,https://www.udemy.com/aprenda-a-tocar-pandeiro-curso-iniciante-sambachoro/,90,85,22,20,Beginner Level,2.0,2016-08-21T18:50:26Z,Music,4.9,32.0,7/2018,109.0,8
Aprende batería con el nuevo método IDT,https://www.udemy.com/idtbateria/,20,335,32,25,All Levels,2.0,2012-12-24T22:17:59Z,Music,3.9,50.0,12/2012,404.0,12
Aprende los Secretos de la Armónica con HARP&SOUL,https://www.udemy.com/aprende-los-secretos-de-la-armonica-con-harp-and-soul/,75,158,17,59,All Levels,2.5,2014-07-28T13:55:43Z,Music,3.9,194.0,9/2014,1858.0,10
Guitarra Desde Cero - PARTE 1,https://www.udemy.com/guitarra-desde-cero-parte-1-curso-de-guitarra-principiantes/,35,480,12,123,Beginner Level,7.0,2014-12-27T21:54:35Z,Music,4.4,75.0,2/2015,738.0,10
Super-Curso de Guitarra Práctico Para Principiantes,https://www.udemy.com/super-curso-de-guitarra-practico-para-principiantes/,85,228,26,215,Beginner Level,10.5,2014-06-30T12:29:38Z,Music,4.7,842.0,6/2014,5314.0,10
Explosão Pentatônica,https://www.udemy.com/explosao-pentatonica/,55,42,5,19,All Levels,1.5,2016-12-22T14:13:13Z,Music,4.7,25.0,12/2016,187.0,8
Piano Lessons for Beginners: Play the Piano AND Read Music!,https://www.udemy.com/your-first-10-piano-pieces/,70,61,9,30,Beginner Level,4.0,2016-02-12T18:14:24Z,Music,4.5,143.0,8/2018,603.0,8
The Fun and Effective Piano Course,https://www.udemy.com/the-serious-piano-course/,30,24,2,38,All Levels,3.5,2017-04-24T16:09:35Z,Music,4.7,22.0,3/2017,131.0,7
Alternate Picking Speed & Accuracy,https://www.udemy.com/alternate-picking-speed-accuracy/,20,19,4,83,All Levels,3.5,2016-05-12T19:17:21Z,Music,4.2,79.0,5/2016,2502.0,8
Aprendiendo Piano: Tocando piezas populares Vol.II,https://www.udemy.com/aprendiendo-piano-tocando-piezas-populares-volii/,100,72,2,24,Beginner Level,1.5,2016-03-31T17:10:42Z,Music,3.5,5.0,2/2023,97.0,8
リトルギタリストⅠ,https://www.udemy.com/takalittle1/,20,69,1,53,Beginner Level,3.0,2015-11-07T23:09:05Z,Music,5.0,1728.2865544013123,4/2024,12469.926315789473,9
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,https://www.udemy.com/coach-guitar-apprendre-la-guitare-facile-avec-des-couleurs/,50,25,1,321,All Levels,3.5,2016-12-27T14:51:32Z,Music,4.226798748696559,16.0,12/2016,316.0,8
Sistema Completo De Guitarra Rítmica Para Principiantes,https://www.udemy.com/sistema-completo-de-guitarra-ritmica-para-principiantes/,55,21,3,32,Beginner Level,6.0,2016-02-27T23:31:36Z,Music,4.1,47.0,2/2016,321.0,8
"Classical Guitar Master Class: ""Alman"" ",https://www.udemy.com/classical-guitar-master-class-alman/,195,113,2,34,Intermediate Level,2.0,2015-04-21T23:43:30Z,Music,4.0,11.0,4/2015,284.0,9
Blues Accelerator - 21 Days to Blues Guitar Mastery,https://www.udemy.com/blues-accelerator-21-days-to-blues-mastery/,50,78,6,45,Beginner Level,7.0,2014-01-16T17:21:49Z,Music,4.6,23.0,1/2014,146.0,10
Alto Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-alto-saxophone-lesson-program/,95,51,7,42,Beginner Level,3.0,2016-03-23T15:33:31Z,Music,4.7,72.0,2/2019,554.0,8
Piano With Willie: Jazz & Gospel Exercises,https://www.udemy.com/piano-with-willie-jazz-gospel-exercises/,40,56,3,28,Intermediate Level,2.0,2016-04-13T06:57:11Z,Music,3.7,29.0,4/2016,323.0,8
Piano With Willie Building Technique with Scales Vol. 3,https://www.udemy.com/piano-with-willie-technique-builder-vol-3/,40,42,1,11,All Levels,1.5,2016-04-13T06:38:21Z,Music,5.0,4.0,4/2016,230.0,8
Instant Bodhran - part two; learning further drumming skills,https://www.udemy.com/instant-bodhran-part-two-learning-further-drumming-skills/,40,28,1,10,Beginner Level,1.0,2016-08-18T22:04:40Z,Music,4.3,28.0,8/2016,307.0,8
Learn to play awesome 12 bar blues harmonica solos,https://www.udemy.com/learn-to-play-and-improve-12-bar-blues-harmonica-solos/,40,4,1,27,Beginner Level,1.0,2017-06-29T21:13:42Z,Music,4.4,15.0,1/2020,120.0,7
Learn To Play Fast WIith The Passive Trumpet Practice Tutor,https://www.udemy.com/passive-trumpet-lessons/,50,92,3,71,All Levels,1.5,2014-01-27T17:06:43Z,Music,3.5,9.0,4/2017,140.0,10
'Greensleeves' Creative Piano Lessons Course,https://www.udemy.com/greensleeves-creative-piano-lessons-course/,20,10,1,8,All Levels,2.0,2017-01-03T14:34:32Z,Music,5.0,4.0,10/2017,79.0,7
Hands On Guitar: Beyond Beginner,https://www.udemy.com/hands-on-guitar-beyond-beginner/,20,54,7,69,Beginner Level,3.0,2016-01-22T18:46:48Z,Music,4.8,130.0,1/2016,8568.0,8
Piano The Hard Way - Fast Way To Life Long Piano Enjoyment,https://www.udemy.com/piano-the-hard-way/,25,238,3,22,Beginner Level,1.0,2014-02-19T03:46:50Z,Music,3.6,7.0,2/2014,267.0,10
Traditional-Style Electric Blues Guitar For Beginners,https://www.udemy.com/traditional-style-electric-blues-guitar-for-beginners/,25,9,2,36,Beginner Level,3.0,2017-06-22T21:08:35Z,Music,4.4,81.0,6/2017,528.0,7
リトルギタリストⅡ,https://www.udemy.com/takalittle2/,20,2,0,47,Beginner Level,3.5,2016-02-18T19:19:38Z,Music,5.0,1728.2865544013123,4/2024,12469.926315789473,8
Step by Step Classical Guitar Course,https://www.udemy.com/step-by-step-classical-guitar-course/,100,9,1,45,Beginner Level,4.5,2016-12-08T16:10:06Z,Music,4.6,19.0,7/2017,116.0,8
Piano With Willie Building Technique with Scales Vol. 4,https://www.udemy.com/piano-with-willie-technique-builder-vol-4/,40,44,0,11,All Levels,1.5,2016-04-12T23:21:42Z,Music,5.0,1.0,4/2016,185.0,8
Keyboard Basics,https://www.udemy.com/keyboard-basics/,25,17,1,7,All Levels,2.0,2014-04-22T00:50:00Z,Music,4.0,6.0,4/2014,171.0,10
Acoustic Guitar Lessons For Beginners,https://www.udemy.com/the-music-coach-online-guitar-lesson-program/,95,10,3,39,Beginner Level,3.0,2016-04-27T17:25:32Z,Music,4.4,13.0,8/2021,98.0,8
Beginner Guitar Course: Have More Fun With Your Guitar,https://www.udemy.com/guitar-strumming-101-have-more-fun-playing-songs-you-love/,50,8,2,16,Beginner Level,1.0,2017-06-20T19:53:50Z,Music,4.6,290.0,9/2020,6632.0,7
Drum Set for Beginners,https://www.udemy.com/drum-set-for-beginners/,20,119,8,26,Beginner Level,3.5,2013-10-02T02:34:36Z,Music,4.7,27.0,9/2013,214.0,11
Guitar Lessons - Economy Picking Essentials,https://www.udemy.com/guitar-lessons-economy-picking-essentials/,35,45,5,15,Intermediate Level,1.5,2016-02-15T18:55:28Z,Music,4.4,29.0,2/2016,299.0,8
Blues Guitar Lessons - Robert Johnson and Scrapper Blackwell,https://www.udemy.com/robert-johnson-scrapper-blackwell-guitar-lessons/,20,297,7,7,Intermediate Level,2.5,2013-10-07T15:34:58Z,Music,5.0,26.0,10/2013,570.0,11
TAKE NOTE BEGINNER CLARINET! – Fun with Fundamental Skills,https://www.udemy.com/take-note-beginner-clarinet/,30,137,2,43,Beginner Level,4.5,2016-06-13T15:00:33Z,Music,4.6,127.0,7/2016,616.0,8
Learn to Play Irish Fiddle,https://www.udemy.com/learn-to-play-irish-fiddle/,60,112,7,63,Beginner Level,5.5,2016-01-18T17:07:29Z,Music,4.6,113.0,8/2017,1209.0,8
Hands-On Guitar: The Beginner's Guide,https://www.udemy.com/hands-on-guitar-the-beginners-guide/,20,28,7,72,Beginner Level,4.0,2016-01-22T18:49:15Z,Music,4.4,375.0,1/2016,13341.0,8
Slap Bass For Beginners,https://www.udemy.com/slap-bass-for-beginners/,50,79,3,25,All Levels,1.5,2016-06-23T16:37:38Z,Music,4.8,89.0,11/2019,837.0,8
Didgeridoo - from zero to HERO! Part Three. Advanced level.,https://www.udemy.com/didgeridoo-from-beginner-to-advanced-in-easy-stages/,35,209,5,19,Expert Level,1.5,2014-10-10T08:05:42Z,Music,4.7,33.0,4/2015,644.0,10
Easy Piano for Kids - Complete Beginner Piano Course,https://www.udemy.com/easy-piano-for-kids-pinogi/,115,139,8,104,Beginner Level,5.5,2015-06-26T22:34:55Z,Music,3.7,106.0,8/2021,918.0,9
Guitar Lessons - Two Handed Tapping Essentials,https://www.udemy.com/guitar-lessons-two-handed-tapping-essentials/,35,41,2,11,Intermediate Level,1.5,2016-02-14T22:09:55Z,Music,4.5,28.0,2/2016,308.0,8
You Can Play Jazz Saxophone,https://www.udemy.com/you-can-play-jazz-saxophone/,20,37,7,6,Beginner Level,1.5,2017-03-15T16:20:15Z,Music,4.6,85.0,8/2017,721.0,7
"Improvise Puccini´s ""E Lucevan le Stelle"" on Piano",https://www.udemy.com/compose-and-improvise-through-puccini/,20,169,3,16,All Levels,2.0,2013-10-21T13:48:20Z,Music,4.6,6.0,10/2013,198.0,11
Building Up To Barre Chords,https://www.udemy.com/building-up-to-barre-chords/,20,20,6,12,All Levels,0.7166666666666667,2017-03-16T22:57:47Z,Music,4.8,15.0,3/2017,110.0,7
Learn the Violin - Bowing Techniques,https://www.udemy.com/learn-the-violin-bowing-techniques/,80,89,6,12,Intermediate Level,0.6666666666666666,2016-06-26T23:42:59Z,Music,4.4,40.0,6/2016,468.0,8
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,https://www.udemy.com/blues-guitar-lessons-volume-3-minor-blues-essentials/,45,98,5,14,All Levels,2.0,2016-02-13T02:57:32Z,Music,4.9,31.0,2/2016,554.0,8
Play the Jews Harp - instant skills for non musicians.,https://www.udemy.com/play-the-jews-harp/,25,196,16,35,Intermediate Level,2.5,2015-01-22T16:06:05Z,Music,4.7,144.0,1/2016,739.0,9
Practical Guitar Theory,https://www.udemy.com/practical-guitar-theory-level-1/,60,14,3,41,All Levels,1.5,2017-05-01T21:04:16Z,Music,3.9,293.0,9/2018,1513.0,7
HARP&SOUL | Learn the Secrets of the Harmonica,https://www.udemy.com/harp-and-soul-learn-the-secrets-of-the-harmonica/,35,114,8,59,All Levels,2.0,2014-10-01T10:06:34Z,Music,4.2,90.0,10/2014,1560.0,10
"Play Leyenda, Canarios, and Bach on Classical Guitar",https://www.udemy.com/play-leyenda-canarios-and-bach-on-classical-guitar/,195,185,8,70,Intermediate Level,7.5,2015-11-05T23:30:42Z,Music,4.5,43.0,11/2015,691.0,9
Tenor Banjo,https://www.udemy.com/tenor-banjo/,40,70,6,18,Intermediate Level,1.0,2015-06-17T21:41:42Z,Music,4.9,12.0,6/2015,109.0,9
Introduction to Lead Guitar,https://www.udemy.com/introduction-to-lead-guitar/,20,245,8,34,Intermediate Level,1.5,2013-11-26T23:41:44Z,Music,4.0,16.0,12/2013,288.0,11
Piano With Willie: Basics of Improvisation,https://www.udemy.com/piano-with-willie-basics-of-improvisation/,40,76,4,23,Beginner Level,3.5,2016-04-13T06:49:29Z,Music,4.6,25.0,4/2016,413.0,8
Pure Rock Guitar - Play Guitar Like the Gods of Rock,https://www.udemy.com/pure-rock-guitar-play-like-the-gods-of-rock/,45,80,5,24,All Levels,4.5,2016-07-29T21:24:14Z,Music,4.4,175.0,4/2023,2489.0,8
Learn Classical Guitar Technique: The Next Step 80/20,https://www.udemy.com/classical-guitar-technique-8020/,175,54,0,18,All Levels,2.5,2017-03-30T03:30:37Z,Music,4.8,7.0,3/2017,365.0,7
Total beginner to intermediate guitar - Learn to play by ear,https://www.udemy.com/beginner-guitar-learn-to-play-by-ear/,45,80,4,112,Beginner Level,3.0,2015-10-16T17:11:30Z,Music,4.4,15.0,4/2016,256.0,9
Aprende escalas y arpegios Vol. I: Modo mayor,https://www.udemy.com/aprendiendo-piano-escalas-y-arpegios-mayores-vol-i/,50,85,2,30,Beginner Level,1.5,2016-03-31T17:45:31Z,Music,4.7,9.0,10/2023,155.0,8
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,https://www.udemy.com/aprende-a-tocar-guitarra-rapido-y-facil-con-guitarsimple/,40,57,7,16,Beginner Level,4.0,2014-01-22T06:22:03Z,Music,4.8,290.0,2/2014,1164.0,10
Tin Whistle Básico,https://www.udemy.com/tin-whistle-basico/,20,11,2,53,Beginner Level,1.5,2017-05-17T20:40:25Z,Music,4.5,1728.2865544013123,[automático],257.0,7
Leve a sua técnica de pedal duplo para um novo patamar,https://www.udemy.com/leve-a-sua-tecnica-de-pedal-duplo-para-um-novo-patamar/,40,42,4,196,Intermediate Level,5.5,2017-01-16T15:41:04Z,Music,4.7,26.0,1/2017,151.0,7
やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ【習いに行かずに上手くなる】,https://www.udemy.com/takaacousticguitar/,20,41,3,48,Beginner Level,2.0,2015-07-06T18:23:31Z,Music,3.9,1728.2865544013123,4/2024,12469.926315789473,9
Aprende a tocar Piano o Teclado (Desde nivel básico),https://www.udemy.com/solfeo-musical/,35,119,8,52,All Levels,3.5,2012-01-26T05:36:39Z,Music,3.7,81.0,5/2022,496.0,12
Castañuelas por Sevillanas - Curso del toque de castañuelas,https://www.udemy.com/castanuelas-por-sevillanas/,40,22,2,17,All Levels,0.7166666666666667,2016-02-12T14:41:40Z,Music,4.7,10.0,2/2016,70.0,8
Aprende a tocar el acordeón de botones,https://www.udemy.com/aprende-a-tocar-el-acordeon-de-botones-i/,50,20,6,24,Beginner Level,2.0,2017-05-17T16:50:41Z,Music,4.2,140.0,5/2017,634.0,7
Bagpipe Instruction For Beginners,https://www.udemy.com/bagpipe-instruction-for-beginners/,30,31,4,5,Beginner Level,1.0,2016-04-24T16:32:40Z,Music,4.1,22.0,5/2016,165.0,8
Guitar Lessons - Sweep Picking Arpeggio Essentials,https://www.udemy.com/guitar-lessons-sweep-picking-arpeggio-essentials/,35,74,6,13,Intermediate Level,1.5,2016-02-15T16:59:22Z,Music,4.3,45.0,2/2016,463.0,8
Beginning Flute Lessons,https://www.udemy.com/beginning-flute-lessons/,20,137,12,17,Beginner Level,2.5,2013-05-29T23:20:37Z,Music,4.8,38.0,6/2013,319.0,11
Piano With Willie: Piano Lesson Variety,https://www.udemy.com/piano-lesson-variety/,40,59,1,28,Intermediate Level,4.0,2016-08-18T22:00:29Z,Music,4.3,14.0,8/2016,266.0,8
Pop & Jazz Keyboards & Harmony (beginner),https://www.udemy.com/pop-and-jazz-keyboards-and-harmony-beginner-level/,180,47,7,13,Beginner Level,3.0,2016-07-12T19:26:29Z,Music,4.6,97.0,7/2016,809.0,8
Learn the Viola - Scales and Fundamentals,https://www.udemy.com/learn-the-viola-scales-and-fundamentals/,80,21,3,38,Beginner Level,2.5,2016-11-16T17:34:03Z,Music,3.8,38.0,11/2016,241.0,8
"Piano With Willie: Learn to Play ""Let It Snow"" on Piano",https://www.udemy.com/learn-to-play-let-it-snow-on-piano/,40,36,4,8,Intermediate Level,1.0,2016-10-04T17:36:42Z,Music,5.0,12.0,10/2016,124.0,8
Blues Guitar Lessons - Ragtime Blues Guitar,https://www.udemy.com/guitar-lessons-learn-ragtime-blues-guitar/,20,59,3,6,Expert Level,2.0,2013-11-26T16:12:43Z,Music,3.9,13.0,11/2013,189.0,11
Flute Lessons For Beginners,https://www.udemy.com/the-music-coach-online-flute-lesson-program/,95,3,0,41,Beginner Level,2.5,2016-03-09T00:34:03Z,Music,4.2,23.0,2/2019,130.0,8
88 Logic - The Essential Guide To Learning Piano,https://www.udemy.com/88-logic-the-ultimate-course-for-learning-piano/,25,3,0,5,Beginner Level,0.5333333333333333,2015-01-13T15:45:05Z,Music,4.0,2.0,2/2020,6.0,9
Drum Lessons For Beginners,https://www.udemy.com/the-music-coach-online-drum-lesson-program/,95,14,1,34,Beginner Level,2.5,2016-04-13T21:02:15Z,Music,4.8,63.0,2/2019,341.0,8
Piano For Kids and Adult Beginners - Vol 2,https://www.udemy.com/piano-with-willie-jazz-kids-vol-2/,40,17,0,38,Beginner Level,3.0,2016-04-13T05:57:35Z,Music,4.7,4.0,1/2018,98.0,8
