course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
Learn jQuery AJAX in 1 hour,https://www.udemy.com/jquery-ajax-course/,195,2547,62,18,Intermediate Level,1.0,2016-10-27T18:01:40Z,Development,3.7,228.0,11/2019,6995.0,8
JSON Coding JSON data with JavaScript Objects Course,https://www.udemy.com/introduction-to-json-javascript-object-notation-tutorial/,200,8577,69,31,All Levels,1.5,2015-08-12T18:33:31Z,Development,4.0,92.0,11/2019,8919.0,9
Get to know HTML Learn HTML Basics,https://www.udemy.com/html-online-course/,200,10674,102,26,Beginner Level,2.0,2016-11-22T15:09:59Z,Development,4.2,1728.2865544013123,Unknown,74974.0,8
Ultimate Css & JQuery Form Designing From Beginner to Expert,https://www.udemy.com/ultimate-css-web-form-designing-from-beginner-to-expert/,115,783,5,13,All Levels,1.0,2017-06-09T00:12:57Z,Development,4.1,1728.2865544013123,Unknown,28804.0,7
PHP: Complete Registration and Login with Email Verification,https://www.udemy.com/php-complete-registration-and-login-with-email-verification/,20,12781,145,22,All Levels,2.5,2016-01-27T18:16:28Z,Development,4.5,187.0,4/2016,12848.0,8
JavaScript from Beginner to Expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,125,5484,439,92,All Levels,12.5,2015-05-18T21:54:08Z,Development,4.6,1382.0,5/2024,11199.0,9
Build a website HTML5 CSS3 Beginner Course,https://www.udemy.com/how-to-build-a-website-html5-css3-beginner-course/,150,7884,44,28,Beginner Level,2.0,2016-02-02T03:54:47Z,Development,4.2,60.0,11/2019,7974.0,8
Learn Ruby on Rails: Stripe Payment Processing,https://www.udemy.com/learn-ruby-on-rails-stripe-payment-processing/,40,15724,33,29,All Levels,1.5,2016-11-02T22:09:47Z,Development,3.8,60.0,12/2016,15808.0,8
jQuery For Beginners : A Basic Introduction,https://www.udemy.com/jquery-for-beginners-a-basic-introduction/,65,6293,165,8,Beginner Level,1.0,2015-11-03T18:17:38Z,Development,4.2,207.0,6/2021,15072.0,9
WordPress Plugins and Widgets,https://www.udemy.com/wordpress-plugins-and-widgets/,40,8711,29,12,Beginner Level,1.0,2016-09-09T18:15:07Z,Development,4.0,1728.2865544013123,Unknown,14038.0,8
PHP Essential How to create build Amazing websites with PHP,https://www.udemy.com/php-essential-how-to-create-build-amazing-websites-with-php/,75,8067,30,44,Beginner Level,3.5,2015-11-26T04:12:48Z,Development,4.1,99.0,11/2015,14072.0,9
Bootstrap 3 Beginners: Create a Professional Landing Page,https://www.udemy.com/bootstrap-beginners-landing-page/,20,3271,278,54,Beginner Level,2.5,2015-09-20T21:04:03Z,Development,4.7,339.0,10/2017,3485.0,9
Introduction to Node.js for Beginners,https://www.udemy.com/introduction-to-nodejs-for-beginners/,125,1367,17,58,Beginner Level,6.0,2017-04-24T23:55:11Z,Development,4.2,56.0,6/2021,1515.0,7
Introduction to Coding with Ruby,https://www.udemy.com/newbie-to-ruby/,45,5077,126,66,Beginner Level,3.5,2015-07-22T18:23:06Z,Development,4.8,1728.2865544013123,Unknown,25185.0,9
Angular JS Essentials,https://www.udemy.com/angular-js-crash-course/,195,4687,99,24,Beginner Level,4.0,2017-01-03T15:31:13Z,Development,4.5,122.0,1/2017,4731.0,7
Learn ASP NET MVC 5 step by step,https://www.udemy.com/maruti-mvc5/,20,1428,91,32,Intermediate Level,3.0,2015-10-06T19:00:39Z,Development,4.4,305.0,9/2016,4089.0,9
JavaScript from Beginner to Advanced,https://www.udemy.com/javascript-from-beginner-to-advanced/,195,395,18,57,All Levels,17.0,2016-12-20T21:32:57Z,Development,4.1,42.0,12/2016,686.0,8
Building a eCommerce Startup in 4 Hours [Livestream],https://www.udemy.com/4-hour-startup-building-an-ecommerce-startup-and-marketing-it/,50,1114,8,23,Beginner Level,3.0,2017-04-11T00:40:01Z,Business,4.0,14.0,3/2017,1156.0,7
Responsive PHP Registration Form: From Scratch,https://www.udemy.com/responsive-php-registration-form/,95,5738,9,35,All Levels,4.0,2017-06-28T23:35:31Z,Development,3.8,85.0,2/2020,12075.0,7
A-Frame Web VR Programming Tutorial Series (Virtual Reality),https://www.udemy.com/a-frame-webvr/,40,6648,16,22,Beginner Level,1.5,2017-05-24T05:25:53Z,Development,4.5,166.0,5/2020,29150.0,7
HTML Web Development Crash Course,https://www.udemy.com/html-tutorials/,20,4848,33,17,Beginner Level,1.5,2016-08-02T21:33:39Z,Development,4.8,403.0,12/2017,34620.0,8
Bootstrap Basics: Program Responsive Websites,https://www.udemy.com/code-responsive-website-twitter-bootstrap/,75,4743,393,28,All Levels,3.0,2013-08-09T13:02:39Z,Development,4.9,514.0,8/2013,5307.0,11
Projects with JSON and APIs,https://www.udemy.com/projects-with-json-and-apis/,20,1520,34,23,All Levels,2.0,2017-02-18T18:11:07Z,Development,4.3,143.0,5/2020,2341.0,7
Learn Complete WordPress for Building a Professional Sites,https://www.udemy.com/learn-complete-wordpress-for-building-a-professional-sites/,80,13708,92,62,All Levels,9.0,2016-06-23T23:38:02Z,Development,3.9,758.0,6/2016,60119.0,8
Devtools Pro: Beginner to Expert w/ Chrome Developer Tools,https://www.udemy.com/master-google-chrome-developer-tools/,125,430,54,39,All Levels,2.5,2017-04-04T21:05:51Z,Development,4.4,1825.0,4/2017,10035.0,7
Angular 2 Jump Start With Typescript,https://www.udemy.com/angular-2-jump-start-with-typescript/,20,1731,90,74,All Levels,4.0,2015-12-08T14:37:37Z,Development,4.1,96.0,10/2018,1851.0,9
Learn Plugin Development in WordPress By Building Projects,https://www.udemy.com/learn-plugin-development-in-wordpress-by-building-projects/,60,1313,121,62,All Levels,11.0,2016-01-11T18:19:15Z,Development,4.7,279.0,12/2018,2552.0,8
"Build Your Startup with No Coding (Design, Develop & Ship)",https://www.udemy.com/buildastartup/,30,775,245,82,All Levels,8.0,2016-06-03T00:16:34Z,Development,4.2,946.0,9/2016,4032.0,8
Learn Drupal 8 - With a Live Project,https://www.udemy.com/learn-drupal-8-with-a-live-project/,55,2012,15,59,All Levels,3.5,2017-03-17T00:11:02Z,Development,3.7,54.0,4/2017,2152.0,7
Supreme NodeJS Course - For Beginners,https://www.udemy.com/supreme-node-js-course/,200,1080,37,76,All Levels,3.5,2016-11-29T19:03:48Z,Development,3.9,58.0,11/2016,1111.0,8
"CSS3, The complete guide from scratch",https://www.udemy.com/css-learn-css-from-scratch/,195,3831,15,25,Beginner Level,1.5,2015-04-23T17:43:44Z,Development,4.2,113.0,4/2015,13986.0,9
Javascript for beginners,https://www.udemy.com/java-script-quick-beginner-introduction/,75,2071,57,14,Beginner Level,1.5,2015-10-01T17:14:38Z,Development,3.9,172.0,5/2021,9161.0,9
PHP : Learn to upload files to Amazon S3 and use CloudFront,https://www.udemy.com/php-learn-to-upload-files-to-amazon-s3-and-use-cloudfront/,50,1216,36,28,All Levels,3.0,2016-06-15T22:08:40Z,Development,4.2,83.0,6/2018,1428.0,8
PHP MySQL: Learn PHP MySQL with Project,https://www.udemy.com/php-mysql-project-learning/,20,2314,77,25,All Levels,2.0,2016-04-21T02:06:22Z,Development,3.8,99.0,10/2023,2356.0,8
Projects in Django and Python,https://www.udemy.com/projects-in-django-and-python/,60,1764,53,28,All Levels,6.5,2014-10-21T07:58:07Z,Development,3.8,72.0,12/2018,1933.0,10
"Create, Update and Manage Your Own Website Using Drupal 7",https://www.udemy.com/getting-to-know-drupal/,120,2837,68,49,All Levels,7.0,2013-10-16T21:22:35Z,Development,4.7,159.0,10/2015,3203.0,11
The Beginners Guide To Learning HTML/HTML5 the right way.,https://www.udemy.com/takethefirststep/,25,1655,39,19,Beginner Level,1.0,2016-01-17T18:25:23Z,Development,4.5,705.0,1/2023,13654.0,8
Learn To Program JavaScript (in ten easy steps),https://www.udemy.com/learn-to-program-javascript-in-ten-easy-steps/,75,2721,96,44,Beginner Level,5.5,2013-05-20T09:36:54Z,Development,4.4,189.0,1/2017,3319.0,11
PHP :basics for beginners,https://www.udemy.com/php-basics-for-beginners-new/,45,1562,4,12,All Levels,1.5,2016-09-28T15:29:17Z,Development,4.2,1728.2865544013123,Unknown,8239.0,8
1 hour jQuery,https://www.udemy.com/1-hour-jquery/,100,5456,133,25,Beginner Level,1.0,2013-08-03T14:20:52Z,Development,3.9,932.0,8/2013,19364.0,11
The WpFASTER WordPress Speed Optimization Master Course,https://www.udemy.com/make-your-wordpress-sites-fastest-in-world/,175,2134,215,55,All Levels,7.0,2015-04-13T20:49:19Z,Development,3.6,717.0,4/2019,4757.0,9
Build Apps with ReactJS: The Complete Course,https://www.udemy.com/build-apps-with-reactjs-the-complete-course/,40,1433,145,34,All Levels,5.5,2015-10-22T21:07:29Z,Development,3.6,240.0,12/2018,1740.0,9
Learn SASS: from beginner to expert,https://www.udemy.com/learn-sass-from-beginner-to-expert/,20,1734,9,13,Beginner Level,1.0,2016-09-14T17:34:55Z,Development,3.3,47.0,9/2016,7112.0,8
Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,50,4076,39,22,Intermediate Level,3.0,2014-10-28T02:25:42Z,Development,4.1,49.0,2/2021,4103.0,10
Crash Course - Learn to Create a PHP MVC Framework,https://www.udemy.com/crash-course-learn-to-create-a-php-mvc-framework/,50,1282,117,12,All Levels,1.0,2016-05-01T18:04:29Z,Development,3.8,217.0,6/2018,1766.0,8
CSSCasts: CSS libraries Plugins Tips & Tricks (in 2020),https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,200,1874,40,224,All Levels,44.5,2016-03-16T21:09:10Z,Development,4.1,164.0,11/2020,3812.0,8
Complete FrontEnd Web Development and Design HTML CSS JS,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/,200,1119,111,204,Beginner Level,16.5,2016-05-23T17:32:24Z,Development,4.0,1077.0,1/2023,18008.0,8
Javascript for Beginners,https://www.udemy.com/beginning-javascript/,20,3697,195,48,All Levels,3.0,2011-07-09T05:43:31Z,Development,4.5,2964.0,7/2023,23459.0,13
Regular Expressions for Beginners - Universal,https://www.udemy.com/regular-expressions-for-beginners-universal/,100,1975,141,36,All Levels,3.0,2017-01-20T00:54:56Z,Development,4.5,2750.0,6/2018,11965.0,7
Learn Redis from Scratch,https://www.udemy.com/learn-redis-from-scratch/,40,553,84,31,Intermediate Level,3.0,2016-07-13T16:39:02Z,Development,4.5,884.0,12/2018,4658.0,8
WordPress Plugin Development -> Deep dive discovery!,https://www.udemy.com/wordpress-plugin/,40,2650,19,39,All Levels,2.0,2015-11-05T22:16:20Z,Development,3.9,50.0,11/2015,2777.0,9
Create a business website with WordPress,https://www.udemy.com/create-a-business-website-with-wordpress/,50,1624,31,38,All Levels,4.0,2016-03-14T22:22:28Z,Development,3.9,33.0,6/2017,1645.0,8
How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,20,7018,28,38,All Levels,3.0,2015-07-30T18:16:29Z,Development,4.3,87.0,4/2016,13252.0,9
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/,75,1634,52,21,All Levels,2.5,2016-09-13T16:14:43Z,Development,3.9,81.0,9/2016,1711.0,8
Basic HTML CSS and Web Design,https://www.udemy.com/basic-html-css-web-design/,30,4030,92,46,Beginner Level,9.0,2016-02-19T18:10:13Z,Development,4.3,147.0,1/2017,4152.0,8
Code & Grow Rich: Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,200,7211,52,491,All Levels,57.0,2016-02-10T01:09:19Z,Development,4.2,88.0,2/2016,7781.0,8
Learn by Example : ReactJS,https://www.udemy.com/learn-by-example-reactjs/,50,1496,37,74,Beginner Level,7.5,2016-12-27T19:39:12Z,Development,4.4,146.0,1/2017,3011.0,8
JavaScript - Tricks and Workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,100,1410,134,67,All Levels,5.0,2016-04-15T18:47:45Z,Development,3.7,139.0,4/2016,1417.0,8
Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,20,6628,53,19,Beginner Level,1.0,2013-07-19T20:44:50Z,Development,4.5,244.0,7/2013,7111.0,11
PHP with PDO - ULTIMATE Crash Course,https://www.udemy.com/php-with-pdo-ultimate-crash-course/,50,1248,171,18,All Levels,1.5,2015-12-06T23:01:34Z,Development,4.8,493.0,1/2022,2530.0,9
JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,195,4587,46,49,Beginner Level,4.0,2015-09-29T21:41:16Z,Development,4.3,176.0,9/2015,14806.0,9
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/,50,2351,302,16,All Levels,2.5,2015-01-21T04:02:16Z,Development,4.5,821.0,1/2022,4086.0,9
Laravel Multi User Blogging Platform with SEO (2 projects),https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/,100,557,92,133,All Levels,9.5,2017-01-04T23:51:26Z,Development,4.3,289.0,7/2023,2173.0,7
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,https://www.udemy.com/php-mvc-from-scratch/,70,1703,435,65,All Levels,3.0,2016-02-04T22:36:17Z,Development,4.8,2980.0,3/2024,12378.0,8
JavaScript How to create Dynamic and Interactive Web pages,https://www.udemy.com/javascript-intro-to-learning-javascript/,20,17554,94,16,Beginner Level,1.5,2015-06-01T20:44:42Z,Development,4.5,1728.2865544013123,Unknown,48981.0,9
Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,20,7368,216,52,Beginner Level,2.0,2013-09-20T19:48:56Z,Development,4.6,393.0,10/2013,7770.0,11
"Laravel 2019, the complete guide with real world projects",https://www.udemy.com/best-laravel/,200,676,119,125,All Levels,14.0,2017-02-03T16:28:48Z,Development,4.0,2175.0,4/2019,17137.0,7
VueJS V1 Introduction to VueJS JavaScript Framework,https://www.udemy.com/vuejs-introduction-to-vuejs-javascript-framework/,200,3632,28,31,Beginner Level,2.0,2016-07-26T16:53:56Z,Development,3.8,82.0,11/2019,22994.0,8
Learn HTML 5 in 1 hour,https://www.udemy.com/learn-html-5-in-1-hour/,100,11643,169,21,Beginner Level,1.0,2013-08-12T23:26:32Z,Development,4.6,321.0,8/2013,21294.0,11
Learn Html5 & CSS3 from scratch,https://www.udemy.com/learn-html5-css3-from-scratch/,20,13960,239,19,All Levels,2.5,2014-07-26T22:24:03Z,Development,4.7,294.0,7/2014,13975.0,10
Responsive Web Design: Made Easy,https://www.udemy.com/responsive-web-design-made-easy/,195,5085,106,27,All Levels,6.5,2014-02-13T08:32:31Z,Development,4.0,129.0,2/2014,5145.0,10
jQuery for Beginners - Create Website Animations Easily,https://www.udemy.com/jquery-for-beginners-fundamentals-training-tutorial-course/,100,2971,285,28,All Levels,3.0,2015-03-24T00:40:39Z,Development,4.5,1173.0,1/2022,6743.0,9
How to Build Chatbots: From Beginner to Intermediate,https://www.udemy.com/how-to-build-chats-bots-from-beginner-to-expert/,140,2814,107,35,All Levels,2.0,2016-10-03T21:00:58Z,Development,3.8,228.0,3/2018,3646.0,8
Web Development with BootStrap - 16 Instant Themes Included!,https://www.udemy.com/bootstrap-course/,40,1355,45,27,All Levels,3.5,2015-07-14T20:32:14Z,Development,4.0,51.0,6/2018,1390.0,9
The CSS and CSS3 Crash Course,https://www.udemy.com/the-css-and-css3-crash-course/,150,2051,99,76,All Levels,13.0,2013-03-15T16:13:42Z,Development,4.2,140.0,2/2017,2255.0,11
"Complete Wordpress Course, Learn Wordpress & Build Website",https://www.udemy.com/build-professional-business-personal-website-wordpress-create/,200,1069,12,61,Beginner Level,4.5,2016-07-25T17:34:51Z,Development,4.9,36.0,7/2016,1157.0,8
Learn By Example: PHP For Dynamic Websites,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/,50,1439,10,77,Beginner Level,13.0,2016-04-06T19:52:40Z,Development,3.7,46.0,2/2018,2750.0,8
Learn to Build Web Apps using D3JS,https://www.udemy.com/learn-to-build-web-apps-using-d3js/,40,841,99,29,All Levels,3.5,2015-12-01T23:08:23Z,Development,3.6,156.0,12/2018,1138.0,9
Joomla for Beginners - Learn how to build a website with CMS,https://www.udemy.com/joomla-for-beginners-build-a-website-with-joomla-cms/,95,583,7,35,Beginner Level,3.5,2017-01-23T22:41:08Z,Development,4.0,56.0,2/2019,845.0,7
Learning Drupal 8,https://www.udemy.com/learning-drupal-8/,50,577,97,101,All Levels,9.5,2016-05-11T21:05:20Z,Development,4.9,554.0,1/2017,2502.0,8
PHP Development with the Laravel Framework,https://www.udemy.com/php-development-with-laravel-4/,50,1611,24,20,All Levels,3.5,2014-03-11T20:40:48Z,Development,3.9,37.0,8/2020,1646.0,10
Complete WordPress Theme & Plugin Development Course,https://www.udemy.com/wordpress-theme-and-plugin-development-course/,200,103,11,72,All Levels,5.5,2017-06-30T23:14:31Z,Development,4.6,3926.0,1/2020,21591.0,7
Basic JavaScript: Build 4 Basic JavaScript Projects,https://www.udemy.com/practical-javascript-javascript-basics/,40,670,33,37,Beginner Level,4.5,2016-02-04T03:55:24Z,Development,4.4,77.0,10/2019,860.0,8
HTML and CSS for Beginning Web Developers,https://www.udemy.com/html-and-css-for-beginning-web-developers/,100,1606,28,73,Beginner Level,9.0,2013-12-13T18:19:58Z,Development,4.1,48.0,8/2020,1681.0,11
The Complete Guide to the Best 200 WordPress Plugins,https://www.udemy.com/wordpress-plugins-a-guide-on-the-best-plugins-part-1/,50,122,10,116,All Levels,10.5,2017-02-16T23:30:02Z,Development,4.3,76.0,2/2020,2456.0,7
Creating WordPress Plugins The Right Way,https://www.udemy.com/wordpress-plugin-development/,200,1215,58,33,All Levels,2.5,2013-05-29T15:09:48Z,Development,4.8,288.0,5/2024,11582.0,11
JSON Crash Course for Beginners,https://www.udemy.com/json-crash-course-for-beginners-learn-json-in-one-hour/,45,3323,90,7,Beginner Level,0.6333333333333333,2017-01-17T05:11:14Z,Development,4.3,170.0,1/2017,3544.0,7
You can create Incredible Websites with HTML CSS learn how,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/,100,11892,50,28,All Levels,2.5,2015-09-12T01:35:41Z,Development,4.2,1728.2865544013123,Unknown,51260.0,9
The Sass Course! Learn Sass for Real-World Websites,https://www.udemy.com/learn-sass/,95,975,141,18,All Levels,3.5,2016-12-08T16:53:19Z,Development,4.3,553.0,12/2016,3174.0,8
Web Design How to Create a Website HTML CSS Bootstrap,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,75,5263,29,29,Beginner Level,2.0,2016-09-12T13:14:13Z,Development,4.0,56.0,11/2019,6531.0,8
Master Angular 4 by Example - Build 7 Awesome Apps!,https://www.udemy.com/learn-angular-4/,195,596,32,84,All Levels,8.0,2017-05-01T22:06:23Z,Development,3.8,136.0,11/2017,1486.0,7
Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,75,21653,138,35,All Levels,7.0,2013-01-07T11:44:35Z,Development,3.8,200.0,1/2013,21746.0,11
How to Launch Your Own Website Builder Service,https://www.udemy.com/how-to-launch-your-own-website-builder-service/,20,9028,87,12,Beginner Level,1.5,2015-07-28T20:20:59Z,Development,4.0,114.0,8/2016,9147.0,9
Getting Started with HTML,https://www.udemy.com/html-basics-course/,40,7375,52,17,Beginner Level,1.5,2016-03-07T18:40:52Z,Development,4.3,1728.2865544013123,Unknown,12764.0,8
